瘤痢,瘤痢疙,老矫,扁柯(∑C),浅氢(deg),浅加(m/s),碍荐樊(mm),泅瘤扁拘(hPa),秦搁扁拘(hPa),嚼档(%)
571,拳己,2019-08-04 17:00,32.1,307,1.8,0,,,59.3
571,拳己,2019-08-04 18:00,30,333.9,1.4,0,,,59.8
571,拳己,2019-08-04 19:00,29.3,341,1.1,0,,,61.3
571,拳己,2019-08-04 20:00,28.4,337.5,.7,0,,,67.4
571,拳己,2019-08-04 21:00,27.8,269.1,.5,0,,,71.9
571,拳己,2019-08-04 22:00,27.1,0,.3,0,,,76
571,拳己,2019-08-04 23:00,27,342.6,.8,0,,,74.8
571,拳己,2019-08-05 00:00,26.1,0,.1,0,,,79.3
571,拳己,2019-08-05 01:00,26.2,333.3,1.1,0,,,78.4
571,拳己,2019-08-05 02:00,25.6,0,.1,0,,,83.2
571,拳己,2019-08-05 03:00,24.9,0,.2,0,,,87.1
571,拳己,2019-08-05 04:00,24.9,0,.3,0,,,89.3
571,拳己,2019-08-05 05:00,24.6,0,0,0,,,92.7
571,拳己,2019-08-05 06:00,24.6,0,0,0,,,95.4
571,拳己,2019-08-05 07:00,25.7,198.6,.5,0,,,88.4
571,拳己,2019-08-05 08:00,27.5,190.1,1,0,,,80.6
571,拳己,2019-08-05 09:00,29.3,252.5,.5,0,,,72.9
571,拳己,2019-08-05 10:00,32.8,142.7,1.3,0,,,62.8
571,拳己,2019-08-05 11:00,32.5,202.2,1.4,0,,,62.4
571,拳己,2019-08-05 12:00,34.2,349.1,1,0,,,55.9
571,拳己,2019-08-05 13:00,35.3,64.5,.7,0,,,51.4
571,拳己,2019-08-05 14:00,35.7,289.6,1.4,0,,,47
571,拳己,2019-08-05 15:00,35.5,314.3,1.4,0,,,53
571,拳己,2019-08-05 16:00,33.4,325.7,2.1,0,,,58
571,拳己,2019-08-05 17:00,33.7,283.1,1.7,0,,,60.4
571,拳己,2019-08-05 18:00,32.1,303.9,1.2,0,,,65.9
571,拳己,2019-08-05 19:00,31.4,333.8,1.1,0,,,66.2
571,拳己,2019-08-05 20:00,30.1,308.2,1,0,,,68.5
571,拳己,2019-08-05 21:00,29.3,2.1,.7,0,,,71.6
571,拳己,2019-08-05 22:00,29,0,.3,0,,,74.9
571,拳己,2019-08-05 23:00,28.9,0,.3,0,,,75.5
571,拳己,2019-08-06 00:00,27.9,158.7,.5,0,,,79.8
571,拳己,2019-08-06 01:00,27.3,0,0,0,,,84
571,拳己,2019-08-06 02:00,27,0,0,0,,,86
571,拳己,2019-08-06 03:00,27.4,75.8,.5,0,,,85.7
571,拳己,2019-08-06 04:00,28.2,96.9,.6,0,,,76.6
571,拳己,2019-08-06 05:00,28,93.6,.7,0,,,73.1
571,拳己,2019-08-06 06:00,27.8,81.7,.8,0,,,71.9
571,拳己,2019-08-06 07:00,28.4,139.7,.6,0,,,70.4
571,拳己,2019-08-06 08:00,30,149.8,1,0,,,66.8
571,拳己,2019-08-06 09:00,31.9,88.2,1.9,0,,,56.1
571,拳己,2019-08-06 10:00,33.7,124.4,1.7,0,,,50.2
571,拳己,2019-08-06 11:00,33.8,104.3,1.6,0,,,49
571,拳己,2019-08-06 12:00,36,99.8,1.3,0,,,41.4
571,拳己,2019-08-06 13:00,35.8,125.6,1,0,,,42.9
571,拳己,2019-08-06 14:00,36.5,107.9,1.6,0,,,41.6
571,拳己,2019-08-06 15:00,36.2,66,1.3,0,,,40.8
571,拳己,2019-08-06 16:00,36.1,103.9,.8,0,,,39.4
571,拳己,2019-08-06 17:00,34.8,279.6,1.4,0,,,51.6
571,拳己,2019-08-06 18:00,34.1,132.6,1.2,0,,,51
571,拳己,2019-08-06 19:00,33.4,87.3,1,0,,,49.3
571,拳己,2019-08-06 20:00,31.6,78.2,1.5,0,,,52.9
571,拳己,2019-08-06 21:00,30.7,76.7,1.4,0,,,54.4
571,拳己,2019-08-06 22:00,30.1,68.7,.8,0,,,56.2
571,拳己,2019-08-06 23:00,29.6,52,.7,0,,,56
571,拳己,2019-08-07 00:00,29.3,19,.5,0,,,57.5
571,拳己,2019-08-07 01:00,28.6,0,.1,0,,,61.5
571,拳己,2019-08-07 02:00,28.4,54.1,.5,0,,,62.3
571,拳己,2019-08-07 03:00,27.7,89.2,.8,0,,,62
571,拳己,2019-08-07 04:00,25.6,58.8,.6,0,,,77.9
571,拳己,2019-08-07 05:00,24.7,0,.1,0,,,87.4
571,拳己,2019-08-07 06:00,24.4,0,.2,.5,,,93
571,拳己,2019-08-07 07:00,24.7,0,.2,.5,,,88.6
571,拳己,2019-08-07 08:00,25.2,346.5,1,0,,,83.9
571,拳己,2019-08-07 09:00,25.6,353.6,1.2,0,,,80.5
571,拳己,2019-08-07 10:00,26.8,295.5,.5,0,,,76.7
571,拳己,2019-08-07 11:00,27.7,353.9,.6,0,,,73
571,拳己,2019-08-07 12:00,29,307.9,1.1,0,,,64.8
571,拳己,2019-08-07 13:00,31.6,33.6,1.2,0,,,59.9
571,拳己,2019-08-07 14:00,32.6,264.4,2.6,0,,,51.4
571,拳己,2019-08-07 15:00,32.7,242.6,2.8,0,,,50.8
571,拳己,2019-08-07 16:00,32,219.2,2.3,0,,,55.1
571,拳己,2019-08-07 17:00,31.5,237.2,2.6,0,,,58.7
571,拳己,2019-08-07 18:00,30.8,275,1.8,0,,,62.5
571,拳己,2019-08-07 19:00,29.1,216.3,2,0,,,71.1
571,拳己,2019-08-07 20:00,27.6,268.4,.9,0,,,84.5
571,拳己,2019-08-07 21:00,27.3,326.5,.5,0,,,87.1
571,拳己,2019-08-07 22:00,26.8,194.1,.8,0,,,89.5
571,拳己,2019-08-07 23:00,26.5,0,.2,0,,,88.4
571,拳己,2019-08-08 00:00,26,0,.1,0,,,92.7
571,拳己,2019-08-08 01:00,25.7,179,.8,0,,,95.9
571,拳己,2019-08-08 02:00,25.8,0,.1,0,,,97.7
571,拳己,2019-08-08 03:00,25.6,171.9,.6,0,,,97.7
571,拳己,2019-08-08 04:00,25.3,0,0,0,,,99
571,拳己,2019-08-08 05:00,25,0,0,0,,,99.4
571,拳己,2019-08-08 06:00,25.2,209.6,.7,0,,,99.8
571,拳己,2019-08-08 07:00,25.8,0,0,0,,,98.2
571,拳己,2019-08-08 08:00,27.4,155.6,1.5,0,,,88.7
571,拳己,2019-08-08 09:00,28.9,151.8,.7,0,,,75.5
571,拳己,2019-08-08 10:00,30.4,170.1,1.6,0,,,66.5
571,拳己,2019-08-08 11:00,30.5,232.8,2,0,,,67.1
571,拳己,2019-08-08 12:00,31.8,211,2.3,0,,,58.9
571,拳己,2019-08-08 13:00,32.2,266.9,2.7,0,,,54.4
571,拳己,2019-08-08 14:00,32.3,251.6,2.6,0,,,54.4
571,拳己,2019-08-08 15:00,32.2,271.5,2.1,0,,,50.8
571,拳己,2019-08-08 16:00,30.2,316.1,1.9,0,,,65.7
571,拳己,2019-08-08 17:00,30,287.2,1.7,0,,,67.2
571,拳己,2019-08-08 18:00,30.1,327.5,.8,0,,,63.3
571,拳己,2019-08-08 19:00,29.1,282.7,.9,0,,,68.6
571,拳己,2019-08-08 20:00,28.1,153.8,.8,0,,,73
571,拳己,2019-08-08 21:00,27.6,209.7,1.9,0,,,74.5
571,拳己,2019-08-08 22:00,26.9,0,.1,0,,,76.9
571,拳己,2019-08-08 23:00,26.4,171.8,.5,0,,,80.9
571,拳己,2019-08-09 00:00,26.1,237.5,.5,0,,,82.6
571,拳己,2019-08-09 01:00,25.9,0,.4,0,,,81.6
571,拳己,2019-08-09 02:00,25.1,0,.1,0,,,84.8
571,拳己,2019-08-09 03:00,25.1,0,.1,0,,,85.9
571,拳己,2019-08-09 04:00,24.9,0,.4,0,,,86.1
571,拳己,2019-08-09 05:00,24.7,0,0,0,,,87.7
571,拳己,2019-08-09 06:00,25.1,52.6,.5,0,,,84.7
571,拳己,2019-08-09 07:00,25.9,189.3,1,0,,,82.5
571,拳己,2019-08-09 08:00,27.7,181.2,1.4,0,,,75.5
571,拳己,2019-08-09 09:00,29.2,176.2,.6,0,,,68.5
571,拳己,2019-08-09 10:00,30.5,202.8,1.6,0,,,64.4
571,拳己,2019-08-09 11:00,32,103.9,.8,0,,,60
571,拳己,2019-08-09 12:00,31.7,261.4,1.1,0,,,60.4
571,拳己,2019-08-09 13:00,32.3,269.6,1.8,0,,,58.1
571,拳己,2019-08-09 14:00,33.4,267.8,1.6,0,,,53.1
571,拳己,2019-08-09 15:00,33.1,288.4,2.3,0,,,53.4
571,拳己,2019-08-09 16:00,33.2,272.8,2.5,0,,,53.9
571,拳己,2019-08-09 17:00,32.3,299.3,2.3,0,,,58.3
571,拳己,2019-08-09 18:00,31.3,289,2.2,0,,,60.4
571,拳己,2019-08-09 19:00,29.2,325.2,1.3,0,,,70.2
571,拳己,2019-08-09 20:00,28.4,331.3,1.4,0,,,72.9
571,拳己,2019-08-09 21:00,27.9,329.7,1.2,0,,,75.1
571,拳己,2019-08-09 22:00,27.7,331.2,.5,0,,,77
571,拳己,2019-08-09 23:00,26.5,0,.2,0,,,82.4
571,拳己,2019-08-10 00:00,26.6,0,.1,0,,,83.4
571,拳己,2019-08-10 01:00,26.5,0,.2,0,,,85.1
571,拳己,2019-08-10 02:00,26.5,41.8,.5,0,,,83.6
571,拳己,2019-08-10 03:00,26.2,0,0,0,,,83.6
571,拳己,2019-08-10 04:00,25.5,273.4,.6,0,,,86.5
571,拳己,2019-08-10 05:00,25.1,0,.1,0,,,88.3
571,拳己,2019-08-10 06:00,25.9,0,.2,0,,,87.4
571,拳己,2019-08-10 07:00,27,0,.1,0,,,85
571,拳己,2019-08-10 08:00,29.5,65.5,1,0,,,72.6
571,拳己,2019-08-10 09:00,31.6,107.8,1.7,0,,,63.1
571,拳己,2019-08-10 10:00,32.4,133.3,1.8,0,,,61.5
571,拳己,2019-08-10 11:00,35.1,108,1.8,0,,,52.9
571,拳己,2019-08-10 12:00,35.2,92.7,1.4,0,,,50.5
571,拳己,2019-08-10 13:00,35.9,92.7,1.8,0,,,48.6
571,拳己,2019-08-10 14:00,37,141.2,3,0,,,45.8
571,拳己,2019-08-10 15:00,37.3,83.5,2.2,0,,,46.3
571,拳己,2019-08-10 16:00,36.3,159.3,2.9,0,,,45.5
571,拳己,2019-08-10 17:00,35.5,167.9,4.5,0,,,38.5
571,拳己,2019-08-10 18:00,34.9,150.4,2.9,0,,,44.6
571,拳己,2019-08-10 19:00,32.5,111.2,1.4,0,,,51.1
571,拳己,2019-08-10 20:00,31.7,115.1,1.7,0,,,53.5
571,拳己,2019-08-10 21:00,31,106.3,1.4,0,,,55.8
571,拳己,2019-08-10 22:00,30.3,120.7,2.2,0,,,56.8
571,拳己,2019-08-10 23:00,29.6,107.1,2.6,0,,,58.1
571,拳己,2019-08-11 00:00,28.7,97.8,2.1,0,,,61.7
571,拳己,2019-08-11 01:00,28.2,114.4,2,0,,,60.8
571,拳己,2019-08-11 02:00,27.3,119.9,1.5,0,,,63.4
571,拳己,2019-08-11 03:00,27.3,97.6,1.4,0,,,61.4
571,拳己,2019-08-11 04:00,27,116.2,1.9,0,,,62.7
571,拳己,2019-08-11 05:00,26.7,87.6,2.1,0,,,63.9
571,拳己,2019-08-11 06:00,26.8,74.4,1.8,0,,,63.6
571,拳己,2019-08-11 07:00,27.9,87.4,1.9,0,,,60.8
571,拳己,2019-08-11 08:00,29.2,118.1,2.7,0,,,58.5
571,拳己,2019-08-11 09:00,29.3,89.4,3.3,0,,,57.7
571,拳己,2019-08-11 10:00,30.5,100.7,3,0,,,57
571,拳己,2019-08-11 11:00,32.7,113.9,3.5,0,,,51.3
571,拳己,2019-08-11 12:00,33.7,114.3,4.6,0,,,46.5
571,拳己,2019-08-11 13:00,34.8,111.7,3.9,0,,,43.6
571,拳己,2019-08-11 14:00,35.7,134.4,4.6,0,,,41.3
571,拳己,2019-08-11 15:00,34.8,111.3,4.2,0,,,40.2
571,拳己,2019-08-11 16:00,34.4,116.3,3.2,0,,,42.4
571,拳己,2019-08-11 17:00,33,114.6,3.1,0,,,46.2
571,拳己,2019-08-11 18:00,31.4,110.2,2.5,0,,,52.8
571,拳己,2019-08-11 19:00,31.3,120.9,2.7,0,,,53
571,拳己,2019-08-11 20:00,31.1,112.5,2.7,0,,,53.3
571,拳己,2019-08-11 21:00,30.6,124.3,2.7,0,,,54.6
571,拳己,2019-08-11 22:00,28.2,119,3.1,0,,,66.4
571,拳己,2019-08-11 23:00,25.6,105.6,2.7,4.5,,,82.4
571,拳己,2019-08-12 00:00,25.2,112.3,2.4,4,,,83.8
571,拳己,2019-08-12 01:00,25.1,112.3,2.2,2.5,,,85
571,拳己,2019-08-12 02:00,25.2,97.7,1.6,.5,,,85.2
571,拳己,2019-08-12 03:00,25.6,84.1,.9,0,,,83.1
571,拳己,2019-08-12 04:00,26.3,136.8,1.6,0,,,78.6
571,拳己,2019-08-12 05:00,25.5,150.1,.6,1,,,86
571,拳己,2019-08-12 06:00,24.9,189.1,1.9,5,,,95.7
571,拳己,2019-08-12 07:00,24.7,136.4,2.2,2,,,98.3
571,拳己,2019-08-12 08:00,24.6,139.6,2.3,12.5,,,99.5
571,拳己,2019-08-12 09:00,25,145.8,3.7,1,,,98
571,拳己,2019-08-12 10:00,25.7,144.3,3.2,.5,,,97.2
571,拳己,2019-08-12 11:00,26.8,149.5,2.8,0,,,91.5
571,拳己,2019-08-12 12:00,27.6,137.8,3.2,0,,,83.4
571,拳己,2019-08-12 13:00,27.5,143,2.7,0,,,85.3
571,拳己,2019-08-12 14:00,27.4,138.8,.7,.5,,,88.5
571,拳己,2019-08-12 15:00,28.4,134.4,2.3,2.5,,,90.6
571,拳己,2019-08-12 16:00,29.1,149.5,2.5,0,,,83.6
571,拳己,2019-08-12 17:00,30,143.4,2.8,0,,,78.4
571,拳己,2019-08-12 18:00,29.6,150.6,2.1,0,,,78.3
571,拳己,2019-08-12 19:00,28.3,130.4,1.3,0,,,84.5
571,拳己,2019-08-12 20:00,28.1,87.8,1.1,0,,,85.9
571,拳己,2019-08-12 21:00,27,74.2,.8,3,,,98.8
571,拳己,2019-08-12 22:00,26.9,92.1,.8,0,,,99.5
571,拳己,2019-08-12 23:00,26.9,103.3,1.4,0,,,96.1
571,拳己,2019-08-13 00:00,26.8,99.5,1.3,.5,,,92.8
571,拳己,2019-08-13 01:00,26.8,102,1.4,0,,,90.1
571,拳己,2019-08-13 02:00,26.7,89.8,1.4,0,,,88.1
571,拳己,2019-08-13 03:00,26.7,0,.4,0,,,86.5
571,拳己,2019-08-13 04:00,25.3,260.2,1.3,0,,,93.5
571,拳己,2019-08-13 05:00,25.1,227,.9,0,,,88.8
571,拳己,2019-08-13 06:00,24.8,269.6,.9,0,,,89.5
571,拳己,2019-08-13 07:00,25.5,0,.2,0,,,86.5
571,拳己,2019-08-13 08:00,26.9,0,.4,0,,,80.9
571,拳己,2019-08-13 09:00,26.6,304.4,.8,0,,,84.1
571,拳己,2019-08-13 10:00,29,141.8,1.3,0,,,74.5
571,拳己,2019-08-13 11:00,32,175.9,1.8,0,,,66.6
571,拳己,2019-08-13 12:00,31.1,208.4,2.9,0,,,63.4
571,拳己,2019-08-13 13:00,31.8,170.2,1.4,0,,,61.4
571,拳己,2019-08-13 14:00,33.6,204.2,2.3,0,,,57.5
571,拳己,2019-08-13 15:00,34.6,150.3,2.4,0,,,52.7
571,拳己,2019-08-13 16:00,34.2,231.4,2.9,0,,,57.3
571,拳己,2019-08-13 17:00,33.7,226.5,1.8,0,,,58.8
571,拳己,2019-08-13 18:00,31.6,276,1.6,0,,,66.5
571,拳己,2019-08-13 19:00,29,340.5,1.8,0,,,74.3
571,拳己,2019-08-13 20:00,28.4,347.9,.9,0,,,74.4
571,拳己,2019-08-13 21:00,27.8,216.8,2.1,0,,,78.9
571,拳己,2019-08-13 22:00,26.5,0,.1,2.5,,,92.8
571,拳己,2019-08-13 23:00,26.2,0,.3,0,,,98
571,拳己,2019-08-14 00:00,26.3,0,0,0,,,98.8
571,拳己,2019-08-14 01:00,26.3,0,.1,0,,,99.6
571,拳己,2019-08-14 02:00,26.1,0,.1,0,,,99.9
571,拳己,2019-08-14 03:00,25.9,0,.2,0,,,99.9
571,拳己,2019-08-14 04:00,25.8,52.2,.5,0,,,98.4
571,拳己,2019-08-14 05:00,25.6,0,.3,0,,,99.5
571,拳己,2019-08-14 06:00,25.7,41.4,.6,0,,,99
571,拳己,2019-08-14 07:00,26.9,42.3,1.1,0,,,93.5
571,拳己,2019-08-14 08:00,29.4,96,.9,0,,,74
571,拳己,2019-08-14 09:00,30.9,91.6,.9,0,,,64.3
571,拳己,2019-08-14 10:00,32.2,113.9,1.8,0,,,57
571,拳己,2019-08-14 11:00,32.9,113.3,2.2,0,,,55
571,拳己,2019-08-14 12:00,34,101.3,2.1,0,,,53
571,拳己,2019-08-14 13:00,33.9,149.2,3.1,0,,,52.7
571,拳己,2019-08-14 14:00,34.1,124,1.7,0,,,52.9
571,拳己,2019-08-14 15:00,34.5,138.4,1.8,0,,,52.5
571,拳己,2019-08-14 16:00,32.8,306.6,1.3,0,,,62.5
571,拳己,2019-08-14 17:00,32.8,331,1.4,0,,,61.3
571,拳己,2019-08-14 18:00,30.5,61.9,1.1,0,,,69.3
571,拳己,2019-08-14 19:00,28.4,252.2,2.3,0,,,79.7
571,拳己,2019-08-14 20:00,27.5,26,1.3,.5,,,86.5
571,拳己,2019-08-14 21:00,27.4,0,.2,0,,,86.9
571,拳己,2019-08-14 22:00,27.5,0,.4,0,,,85
571,拳己,2019-08-14 23:00,29.3,60.1,1.7,0,,,64.3
571,拳己,2019-08-15 00:00,29.4,80.6,2,0,,,62.2
571,拳己,2019-08-15 01:00,28.8,62.3,1.9,0,,,64.1
571,拳己,2019-08-15 02:00,28.4,62.5,1.7,0,,,64.8
571,拳己,2019-08-15 03:00,27.9,57.8,1.3,0,,,67.1
571,拳己,2019-08-15 04:00,27.9,40.6,2,0,,,67
571,拳己,2019-08-15 05:00,27.7,44.6,1.6,0,,,66.6
571,拳己,2019-08-15 06:00,27.3,55.5,1,0,,,68.3
571,拳己,2019-08-15 07:00,27.3,45,1,0,,,67.8
571,拳己,2019-08-15 08:00,28,77.3,1.1,0,,,66.4
571,拳己,2019-08-15 09:00,27.7,95.9,.9,0,,,67.9
571,拳己,2019-08-15 10:00,26.8,59.3,1.2,0,,,75.6
571,拳己,2019-08-15 11:00,25,65.9,1.1,1,,,85.9
571,拳己,2019-08-15 12:00,24.9,51.8,1.4,2,,,88.6
571,拳己,2019-08-15 13:00,25,71.8,1.7,.5,,,89.1
571,拳己,2019-08-15 14:00,25.1,58.5,.7,.5,,,90.6
571,拳己,2019-08-15 15:00,25.6,63.9,1.6,0,,,87.3
571,拳己,2019-08-15 16:00,26.1,79.8,1.2,0,,,85
571,拳己,2019-08-15 17:00,26.2,43.7,1.9,0,,,83.2
571,拳己,2019-08-15 18:00,26.5,146.6,.6,0,,,80.9
571,拳己,2019-08-15 19:00,25.9,325,.8,0,,,83.3
571,拳己,2019-08-15 20:00,25.3,0,.2,0,,,85.1
571,拳己,2019-08-15 21:00,24.9,0,.3,0,,,85.7
571,拳己,2019-08-15 22:00,24.5,0,.2,0,,,87.2
571,拳己,2019-08-15 23:00,24,0,.2,0,,,88.3
571,拳己,2019-08-16 00:00,24.3,328.1,.9,0,,,86
571,拳己,2019-08-16 01:00,24.1,274.6,.7,0,,,87
571,拳己,2019-08-16 02:00,23.9,278.2,.8,0,,,86.1
571,拳己,2019-08-16 03:00,24,0,.2,0,,,84.5
571,拳己,2019-08-16 04:00,24.2,255.3,1.5,0,,,82.4
571,拳己,2019-08-16 05:00,24.3,0,.3,0,,,84.2
571,拳己,2019-08-16 06:00,24.1,321.9,.6,0,,,83.5
571,拳己,2019-08-16 07:00,24.4,232,.5,0,,,84.7
571,拳己,2019-08-16 08:00,25.1,203.7,1.2,0,,,82.9
571,拳己,2019-08-16 09:00,26.2,205.3,1.6,0,,,82.1
571,拳己,2019-08-16 10:00,26.5,216.5,3.5,0,,,78.4
571,拳己,2019-08-16 11:00,27.3,229.1,2.1,0,,,75.4
571,拳己,2019-08-16 12:00,27.7,281.9,2.6,0,,,73.5
571,拳己,2019-08-16 13:00,28.8,252.8,2.7,0,,,68.4
571,拳己,2019-08-16 14:00,28,244.2,3.1,0,,,69.3
571,拳己,2019-08-16 15:00,28.5,266.6,4.2,0,,,68.3
571,拳己,2019-08-16 16:00,28.4,259.5,3,0,,,67.7
571,拳己,2019-08-16 17:00,27.8,241.7,2.9,0,,,67.8
571,拳己,2019-08-16 18:00,26.8,247.3,2.9,0,,,72.9
571,拳己,2019-08-16 19:00,25.6,240.1,2,0,,,78.7
571,拳己,2019-08-16 20:00,24.9,254.7,1.4,0,,,80.9
571,拳己,2019-08-16 21:00,24.8,212.4,1.5,0,,,81.5
571,拳己,2019-08-16 22:00,24.2,186.9,.8,0,,,84
571,拳己,2019-08-16 23:00,24,194,1.4,0,,,84.8
571,拳己,2019-08-17 00:00,24.1,210,1.8,0,,,83.3
571,拳己,2019-08-17 01:00,24,196.7,1.6,0,,,84.9
571,拳己,2019-08-17 02:00,24.2,190.9,.9,0,,,85.7
571,拳己,2019-08-17 03:00,24.7,195.2,1.5,0,,,83.8
571,拳己,2019-08-17 04:00,24.3,203.6,1.7,0,,,86.7
571,拳己,2019-08-17 05:00,24,211.9,2.2,0,,,88.6
571,拳己,2019-08-17 06:00,23.6,199.4,.9,0,,,86.3
571,拳己,2019-08-17 07:00,24,168,.5,0,,,86
571,拳己,2019-08-17 08:00,25.4,202.8,1.3,0,,,83.2
571,拳己,2019-08-17 09:00,26,217.5,3,0,,,78.5
571,拳己,2019-08-17 10:00,27.1,231,5.6,1,,,72.2
571,拳己,2019-08-17 11:00,27.5,207.2,5.5,0,,,68.2
571,拳己,2019-08-17 12:00,27.5,217.2,5.2,0,,,68.1
571,拳己,2019-08-17 13:00,26.5,209.9,3.4,0,,,73.6
571,拳己,2019-08-17 14:00,26.7,191.2,2.4,0,,,74.5
571,拳己,2019-08-17 15:00,25.6,199.1,2.3,0,,,76.2
571,拳己,2019-08-17 16:00,27.6,224,1.8,0,,,70.8
571,拳己,2019-08-17 17:00,28,249,1.4,0,,,64.1
571,拳己,2019-08-17 18:00,27.4,245.1,1.2,0,,,62
571,拳己,2019-08-17 19:00,25.5,253.9,1.2,0,,,67.5
571,拳己,2019-08-17 20:00,24.1,246.3,.8,0,,,73.9
571,拳己,2019-08-17 21:00,23.1,268.3,.5,0,,,79.9
571,拳己,2019-08-17 22:00,22.3,0,.1,0,,,84.9
571,拳己,2019-08-17 23:00,21.5,0,0,0,,,87.6
571,拳己,2019-08-18 00:00,21.4,292.5,.6,0,,,91.8
571,拳己,2019-08-18 01:00,20.8,0,0,0,,,94.6
571,拳己,2019-08-18 02:00,20.6,0,.1,0,,,96.3
571,拳己,2019-08-18 03:00,21.1,265.4,.8,0,,,97.7
571,拳己,2019-08-18 04:00,21,245.3,.5,0,,,98.1
571,拳己,2019-08-18 05:00,21.1,189.8,1.1,0,,,98.1
571,拳己,2019-08-18 06:00,21.2,0,.3,0,,,97.8
571,拳己,2019-08-18 07:00,21.4,185.9,.6,0,,,97.5
571,拳己,2019-08-18 08:00,22.7,168.2,1.6,0,,,92.2
571,拳己,2019-08-18 09:00,24.5,200,1.6,0,,,78.5
571,拳己,2019-08-18 10:00,26,189.5,1.5,0,,,67.9
571,拳己,2019-08-18 11:00,27.4,231.4,2.1,0,,,55.3
571,拳己,2019-08-18 12:00,28,225.7,2.3,0,,,50.4
571,拳己,2019-08-18 13:00,29.2,304.7,1.8,0,,,43.3
571,拳己,2019-08-18 14:00,28.9,279.8,2.3,0,,,43
571,拳己,2019-08-18 15:00,29.7,328.6,1.6,0,,,41
571,拳己,2019-08-18 16:00,29.4,254.9,2.2,0,,,45.6
571,拳己,2019-08-18 17:00,28.9,273.6,2,0,,,39.2
571,拳己,2019-08-18 18:00,27.9,264.3,1.9,0,,,44.8
571,拳己,2019-08-18 19:00,25.5,277.9,1.1,0,,,62.6
571,拳己,2019-08-18 20:00,24.1,299.1,.9,0,,,72.4
571,拳己,2019-08-18 21:00,23.7,335.4,1,0,,,72.3
571,拳己,2019-08-18 22:00,23.3,337.3,1.1,0,,,76.2
571,拳己,2019-08-18 23:00,22.6,0,.1,0,,,79.8
571,拳己,2019-08-19 00:00,21.6,0,.2,0,,,84.9
571,拳己,2019-08-19 01:00,21.3,0,0,0,,,86.3
571,拳己,2019-08-19 02:00,21,0,0,0,,,88.5
571,拳己,2019-08-19 03:00,20.7,0,0,0,,,90.2
571,拳己,2019-08-19 04:00,20.9,56,.6,0,,,93.1
571,拳己,2019-08-19 05:00,20.2,0,.2,0,,,93.4
571,拳己,2019-08-19 06:00,20.3,0,0,0,,,96
571,拳己,2019-08-19 07:00,22.1,0,0,0,,,97.4
571,拳己,2019-08-19 08:00,24.2,58.6,.8,0,,,78.4
571,拳己,2019-08-19 09:00,24.9,351.3,.9,0,,,70.6
571,拳己,2019-08-19 10:00,27.4,66,1.1,0,,,61.4
571,拳己,2019-08-19 11:00,28.5,80,1.1,0,,,52.9
571,拳己,2019-08-19 12:00,30.1,190,1,0,,,49
571,拳己,2019-08-19 13:00,29.5,300.3,1.1,0,,,50.3
571,拳己,2019-08-19 14:00,30.6,273.3,2,0,,,46.5
571,拳己,2019-08-19 15:00,30.6,295.8,1.6,0,,,50
571,拳己,2019-08-19 16:00,30.2,279.3,2.3,0,,,52.3
571,拳己,2019-08-19 17:00,30.1,312.5,1.4,0,,,51.2
571,拳己,2019-08-19 18:00,29.1,305.8,.9,0,,,57
571,拳己,2019-08-19 19:00,27.2,336.1,.9,0,,,64.8
571,拳己,2019-08-19 20:00,26.2,333.9,1.3,0,,,68
571,拳己,2019-08-19 21:00,25.6,339.9,1.2,0,,,74.7
571,拳己,2019-08-19 22:00,25.3,0,.2,0,,,76.6
571,拳己,2019-08-19 23:00,24.5,0,.2,0,,,78.7
571,拳己,2019-08-20 00:00,24.5,0,.3,0,,,76
571,拳己,2019-08-20 01:00,23.1,0,.2,0,,,80.9
571,拳己,2019-08-20 02:00,23,29.7,.5,0,,,82.6
571,拳己,2019-08-20 03:00,22.8,37.4,.5,0,,,81.9
571,拳己,2019-08-20 04:00,22.5,35.4,.7,0,,,83.3
571,拳己,2019-08-20 05:00,22.5,57.1,.9,0,,,80.9
571,拳己,2019-08-20 06:00,23.4,94,1.4,0,,,77.6
571,拳己,2019-08-20 07:00,24.7,75.8,1.1,0,,,72.5
571,拳己,2019-08-20 08:00,25.7,85.7,1.2,0,,,68.5
571,拳己,2019-08-20 09:00,27.6,94.6,1.6,0,,,60.8
571,拳己,2019-08-20 10:00,29.2,119.6,1.3,0,,,55.6
571,拳己,2019-08-20 11:00,30.2,118.6,1.8,0,,,51.9
571,拳己,2019-08-20 12:00,31.3,126.5,1.8,0,,,50.4
571,拳己,2019-08-20 13:00,32.1,140.8,1.4,0,,,47.7
571,拳己,2019-08-20 14:00,32.1,150.8,2.8,0,,,47.8
571,拳己,2019-08-20 15:00,32.5,193.8,1.9,0,,,48.6
571,拳己,2019-08-20 16:00,32.4,121.6,.8,0,,,48.2
571,拳己,2019-08-20 17:00,31.8,143.4,1.9,0,,,49.2
571,拳己,2019-08-20 18:00,31,132.9,1.5,0,,,51
571,拳己,2019-08-20 19:00,29.4,0,.2,0,,,54.5
571,拳己,2019-08-20 20:00,28.1,104.1,.9,0,,,60.4
571,拳己,2019-08-20 21:00,27.5,87.1,.8,0,,,60.8
571,拳己,2019-08-20 22:00,26.9,96.3,.9,0,,,62.9
571,拳己,2019-08-20 23:00,26.8,85.4,.9,0,,,62.9
